,MPA_Code,Area,Cover,fishing_hours,fishing_hours_per_km2,fishing_hours_coverage
82,IT3250047,26.55,1.3811000000000002,117.23541666666672,4.415646578782174,6.098449489956062
50,FR3102004,682.45,6.8245000000000005,1901.9431944444516,2.786934126228224,19.019431944444516
62,FR5302008,457.28,173.7664,508.25902777777776,1.1114831783103958,193.13843055555557
37,ESZZ16001,937.6608,8.5641,891.9951388888893,0.9512983147945284,8.14701389773182
0,BEMNZ0001,1099.399,506.0,976.61458333333,0.8883167833819479,449.4882923912656
124,UK0030379,8.73,8.73,6.91652777777778,0.7922712231131478,6.91652777777778
58,FR5300031,283.3697,153.2574,220.5602777777779,0.7783481359431792,119.28761160949819
57,FR5300023,586.3676,127.47,371.0197222222228,0.6327425359488191,80.65569105739597
97,LTNER0006,250.41,98.04,132.65180555555554,0.529738451162316,51.93555775195346
99,LV0900400,1321.72,0.0,674.0536111111115,0.5099821528849616,0.0
45,FR2500079,828.36,41.4715,393.8033333333338,0.4754011943277486,19.715600630563223
66,FR9101414,61.72,11.7268,28.513472222222234,0.4619810794268022,5.417559722222225
11,DE1714391,174.5,5.877000000000001,64.65388888888889,0.3705093919134034,2.177483696275072
80,IE0002330,716.297,208.57,243.8979166666667,0.34049830819711197,71.01773214067164
30,ES5110020,264.7292,0.001,88.61291666666662,0.3347304213765109,0.0003347304213765109
36,ESZZ12003,3389.6103000000003,315.14599999999996,1079.1899999999994,0.31838173255491914,100.33672948775255
51,FR5202010,42.08,15.569600000000001,12.85513888888889,0.30549284431770174,4.75640138888889
14,DE2306301,2769.5622,2.0,834.691388888887,0.3013802646818645,0.602760529363729
75,HR3000477,10.783299999999999,10.78,3.1752777777777776,0.29446252796247696,3.1743060514355017
126,UK0030384,74.6625,43.3042,21.783611111111114,0.29176107297654263,12.634479856390799
6,DE1249301,86.01,65.309302,24.589583333333334,0.2858921443243034,18.671416393103513
2,BG0001001,980.9975999999999,613.6044999999999,195.82819444444445,0.19962148168807392,122.48863946046974
121,UK0030373,340.8958,102.26870000000001,65.25625000000001,0.19142579638704849,19.576867342968146
49,FR3102003,291.56,37.9028,54.821249999999985,0.1880273357113458,7.126762499999997
64,FR5400469,4560.27,586.4507,849.2318055555533,0.18622401865581492,109.21120609751573
67,FR9102012,137.31,8.2398,24.22138888888889,0.1763993073256783,1.4534950125021242
3,BG0001501,553.4528,553.4528,92.51833333333336,0.16716571554671575,92.51833333333336
90,IT6000011,21.3,0.0727,3.324861111111111,0.15609676577986437,0.011348234872196139
33,ES6170037,32.4656,3.02654,4.621527777777778,0.14235152831852108,0.43083259451713674
63,FR5302015,62320.04,0.217,8085.772916666666,0.1297459519709337,0.028154871577692607
4,DE0916391,4521.01,4.486000000000001,536.4895833333346,0.1186658696471219,0.532335091236989
95,ITA090028,53.67,4.8839999999999995,6.274166666666666,0.11690267685236941,0.5709526737469721
70,FR9301999,188.87,5.12,22.040416666666673,0.11669622844637408,0.5974846896454353
47,FR2502020,455.66,13.6698,49.928333333333356,0.10957365872214668,1.4978500000000006
34,ES6200048,1540.8166,0.1423,168.68597222222226,0.10947829366728153,0.015578761188854161
48,FR2502021,444.02,0.8891,45.00638888888891,0.1013611749220506,0.09012022062319519
127,UK0030385,965.75,820.32,90.66166666666672,0.09387695228233675,77.00914149624649
18,DK00VA247,260.92,52.0,23.901388888888885,0.09160428057982863,4.763422590151088
29,ES0000020,485.3197,0.001,43.61708333333334,0.08987288859968663,8.987288859968664e-05
32,ES6120032,236.4216,23.641820000000003,20.95375,0.08862874627360613,2.095344866226267
39,ESZZ16003,2829.2454,4.155,245.57458333333338,0.08679861539523344,0.360648246967195
38,ESZZ16002,3353.5359999999996,439.9825,279.6368055555555,0.08338565787143944,36.68823021442061
123,UK0030375,302.0363,249.63299999999998,23.576111111111125,0.07805721070980914,19.485655681121784
28,EE0060220,24.433000000000003,1.41,1.8708333333333331,0.07656993956261339,0.10796361478328488
19,DK00VA248,13.8,5.0,1.0052777777777777,0.07284621578099838,0.3642310789049919
93,ITA010024,542.81,43.4248,39.2925,0.07238720731010852,3.1433999999999997
84,IT5160002,148.18,0.4445,10.633333333333335,0.0717595716920862,0.031897129617132314
83,IT3330009,23.8,0.8,1.7019444444444447,0.07151027077497667,0.057208216619981336
88,IT5160020,4.73,4.73,0.32305555555555554,0.06829927178764388,0.32305555555555554
65,FR5402012,97.15,49.925399999999996,6.336388888888889,0.06522273689026134,3.256271228341053
