SCH-45,309.6408333333333
WR 123 ANNA JOHANNA,304.3418055555558
ARM-33,304.0872222222227
VD6  BRIGITTA,279.4569444444442
VLI-27,269.75291666666635
UK266 JACOBA ALEIDA,269.7344444444447
YE-27 PROSPER JULIEN,264.6487500000002
YE42 ANNA ELIZABETH,234.8861111111113
ZK43 BORNRIF,230.94986111111123
WR213 TINI SIMONE,227.75541666666672
F/V LA LAMBADA,222.5043055555554
ALBATROS O91,219.20777777777772
UK 166  LIMANDA,213.24347222222232
MOONLIGHT ND58,208.66597222222208
DEO VOLENTE ARM-25,206.09888888888895
WR230 GIDEON,205.95541666666642
ARM-14,197.63694444444454
Z.85 ALEXIS II,197.5076388888889
YE116 ELISABETH,195.48444444444462
BOEIER,187.38875
NOVO  MILENIO,180.65097222222232
HA4 TINA,168.58944444444427
YE-57 EBEN HAEZER,165.66652777777753
FV ARM20,162.96180555555543
YE20 SEMPERCONFIDENS,159.83277777777738
WR112 ZWAANTJE,157.49902777777766
YE-62 J. MARGARETHA,157.38069444444434
LO7 ZWERVER,156.4909722222224
F/V MERE DU CHRIST,156.05555555555557
YE79 ANNA-TRIJNTJE,154.21513888888836
TH10 DIRKJE,154.05249999999998
INGER KATHRINE L610,151.7216666666666
F/V LE 5EME ELEMENT,149.92291666666694
YE18-JOHANNES,148.08166666666662
F/V VAGUE A L`AME,148.05083333333323
F/V LA SOUVERAINE,147.3000000000001
F/V SAINT THOMAS,145.59777777777782
WR21 JENTE,143.7754166666667
BRU-27 ELISABETH,143.7202777777779
F/V L ARC EN CIEL I,143.40347222222212
F/V RAMBO,143.0061111111112
F\V SAINT NICOLAS,142.18944444444432
WR222 ANNA TATJANA,141.5433333333334
KG9 PIETERNELLA,140.57916666666668
F/V JEAN PAUL 2,137.21791666666658
SG115 CECILIE MATHIL,135.8063888888889
WR226 JACK CORNELIS,133.1541666666667
F/V-SALUTDESPECHEURS,131.9833333333335
YE161 DINGENIS MARIA,130.94208333333324
ARM 46,128.58375
GRE36 VENUS,125.96541666666656
SOLEA,125.48333333333339
F/V ANNA MAMM MARI,125.26388888888896
WR9 SHRIMPER,123.43347222222228
MA GONDOLE,122.14041666666667
PIETERNELLE HELENA,121.2495833333333
HON-14 ALFOBERT,121.11930555555558
F/V BELOUGA II,119.35430555555577
NAIS,119.33458333333336
F/V MAPAUEM,118.1597222222223
FLOTO SG244,117.12458333333326
F/V ARPEGE,116.67513888888888
S41 SYDKYSTEN,116.26263888888887
HK81 HANNAH,115.6208333333335
KATHARINE,113.91069444444456
YE-56 PIETER,113.38194444444441
YE-69 ZWALUW,112.40347222222235
F/V CLEMENT-THOMAS-E,112.22902777777779
HA44 HOOP OP ZEGEN,111.46625000000003
DAMKERORT,110.49097222222221
F/V PAXDEI,110.45875000000001
WR129 JACOB MARCEL,110.28166666666667
ST20 AUKE SENIOR,109.2763888888889
STEPHANIE,108.28013888888884
YE-157 CORNELIA,107.93777777777787
YE76 TOBBER,106.86430555555566
F/V BROCELIANDE,105.15874999999997
HA41 ANTJE,104.88152777777792
F/V L`OPHELIE,104.82680555555558
F/V FLEUR DES VAGUES,104.20263888888891
WELL-BANK,104.09444444444443
WR 50 CONCORDIA,101.92819444444454
F/V BARAKA,100.84638888888891
F/V PARADISIO,100.65347222222218
LES ALYZEES,100.24361111111106
ANNI HOLM SG25,97.70625000000007
FV ARM-22,97.49388888888883
UK368 PETRONELLA,96.30194444444442
F/V ND BOULOGNE,96.15972222222217
WR12 WADDENZEE,96.10625000000005
OZEAN,96.06111111111106
UK-16 ORION,95.00611111111114
F/V SAINT MARIN,93.90611111111104
F/V ODETTE MARCEL,93.15583333333335
TX33 NOVA SPES,93.14569444444454
JOVEN MIRMER,93.12027777777774
F/V LEBLONDI,92.55166666666675
F/V L`ALBATROS,92.51708333333335
SK42 VERTRAUEN,92.3497222222223
F/V IKARIA II,91.98569444444443
F/V PHILCATHANE,91.84375
F/V KEROULAN,91.48888888888892
F/V JEREMI SIMON,91.28513888888888
UK165  LUMMETJE,90.74680555555555
YE38 DRIE GEBROEDERS,90.73527777777785
F/V LE MASCARET,90.5688888888889
F/V STECATHERINELAB,89.45958333333337
FN 426 KJOLPEN,89.29736111111113
UK236 DEO VOLENTE,89.03208333333333
WR3 NOORDSTER,88.99638888888877
SD62 THERES,88.98222222222222
F/V SACRE COEUR JESU,88.87875000000011
F/V ARUNDEL,88.21222222222224
WR143 FRANS NAN,88.16736111111126
YE55 ARNOUTMAGDALENA,87.92236111111104
YE-83 SCHELPDIER,86.94236111111111
YE-70 MARIA JACOBA,86.94152777777768
MARTINE,86.91666666666666
Z201 JOB SENIOR,86.65902777777775
WR291 ESTHER JENKE,86.65000000000005
F/V PASCAL,86.4576388888889
F/V SANAGA,85.80277777777782
F/V MUREX,85.63333333333333
TX-65 BONA FIDE,85.45208333333332
F/V CAP AUX ANGES,84.43333333333328
F/V MIREN,84.09833333333326
S45 SONDERSTRAND,83.21652777777781
ZZ-7 EENHOORN,81.79374999999999
BLACK PEARL,81.42791666666669
F/V L` ASCENSION,81.28805555555559
GRE5 MARTJE,81.18513888888882
GRE34 EMILLY SOPHIA,81.04402777777781
HV 80 FRU HELLESXE,80.8059722222223
FN 321 LINE DALGAARD,80.57236111111112
SONJAN 1,80.5001388888889
F/V L`ENFANT TERRIBL,80.22819444444445
F/V PROMETHEE,79.78277777777784
FV UK48 NOVA-CURA,79.1670833333334
TH6 JOHANNA CORNELIA,79.04680555555558
YE-238 GEERTRUIDA,78.81069444444441
UK80  LINQUENDA,78.62861111111106
