F/V CELTICA,332.77250000000015
BARA ZUR,306.9644444444441
F/V DAMOCLES,280.7094444444442
PAX VOBIS,253.76874999999998
F/V KELIG FLORIAN,244.0430555555555
ARM-33,240.48069444444457
BARA MANN,221.96402777777794
F/V CHRIS-DA,221.58333333333331
BARA AN TY,205.71375000000012
F/V GWEN EMMA,199.7522222222222
PLAIA DE RUETA,195.31888888888884
FV CORNISHMAN PZ512,181.4181944444444
MYAJUJA,178.9558333333333
F\V ARVORIG,172.1676388888889
F/V JULIAN BIHAN,167.11763888888902
BARA DOUS,165.27208333333343
COPPELIA,164.43680555555562
F/V LES MENHIRS,159.57944444444445
F/V KERFLOUS,158.93736111111113
FV/LA PEROUSE,156.27305555555552
F/V MERE DU CHRIST,156.05555555555551
F/V.LAURA,154.95555555555555
FV ST GEORGES PZ1053,153.6924999999999
ARM-14,151.3298611111113
SCH-45,147.10055555555542
F/V MANATHIA,143.70597222222236
F/V LA SOUVERAINE,137.72138888888867
F/V JEAN PAUL 2,136.9123611111112
FV\MEN BRIAL,136.48694444444445
F/V ALPHAVER,136.4215277777778
F/V ATALANTE,134.8381944444444
XUDEMIL,134.51069444444448
F/V MAILYS CHARLIE,133.91569444444465
F/V LE DOLMEN,132.85125000000005
F/V-SALUTDESPECHEURS,131.98333333333335
BROCELIANDE,130.03805555555556
BARA HEIZ,129.34875000000008
KATE,127.18458333333326
F/V L ARC EN CIEL I,127.08597222222222
F/V TARANIS,126.14944444444446
GRE36 VENUS,125.96541666666668
JOTA Y A,121.93111111111111
LBB-6931,121.32666666666664
F/V SAILFORT,121.01319444444448
F/V BARA PEMDEZ II,112.8112500000001
F/V CLEMENT-THOMAS-E,112.22902777777783
F/V MAB AN TARZ,111.80847222222222
F/V SAMANA,110.91027777777778
F/V ST-ALOUR,108.6254166666667
RAUDA,107.77069444444446
PUIG NAULOS,105.74999999999991
F/V TH0MAS NICOLAS 2,105.0184722222222
F\V BARA AR VICHER,104.72958333333331
BOEIER,104.4187500000001
WR230 GIDEON,104.0583333333333
F/V CYRIAQUE,101.88333333333331
NORAI,100.94875000000002
F/V CARLA EGLANTINE,99.62708333333327
STEPHANIE,97.25138888888887
PORT DE ROSES,95.56402777777781
JOVEN MIRMER,93.12027777777784
LO7 ZWERVER,92.95222222222216
F/V MAPAUEM,92.94125000000004
F/V PHILCATHANE,91.84375000000009
MONTCLAR I,91.16013888888891
F/V PAXDEI,89.72458333333333
F/V ARUNDEL,88.21222222222224
F/V IROISE 1,86.12652777777774
VIDI,83.61125000000003
NUEVO BITACORA,83.04250000000002
F/V ODETTE MARCEL,81.9497222222222
F/V LE LESPENHY,81.76749999999998
Z201 JOB SENIOR,80.29555555555554
F/V MARIE-LOU,78.39638888888892
UK-16 ORION,78.07138888888885
F/V L`OASIS,78.0151388888889
CAP VERMELL,77.86152777777778
MARIE ALEXANDRA,77.82194444444445
OZEAN,77.42527777777775
PALANDRIU,74.97847222222224
ARM 46,73.56888888888892
LOREMAR,73.19472222222223
O CANTINO,72.05111111111108
F/V MORGANE,71.45375
F/V MAGAYANT,70.71875
F/V_L'OMERTA,70.07486111111118
LA TOUR D`AUVERGNE,66.6313888888889
RUDE,66.46263888888888
EL BALERMA,65.67874999999998
ANTARES,65.59097222222223
F/V.MANGA-REVA,65.58597222222221
KAPETAN MIHALIS,65.1223611111111
F/V FARFADET,65.10652777777774
NOVA CALA MONTJOI,64.83680555555556
TRITON,64.31916666666666
F/V JUMILA,63.1077777777778
DANUBE-BLEU II,60.85888888888888
ALIXEL 2,60.58263888888888
F/V VIRGINIE,60.36958333333334
AVA,60.28180555555553
F/V LES ANTILLES,59.39652777777779
ARM44,58.22555555555556
AVEL AN HEOL,57.09458333333333
F/V LE MASCARET,56.69513888888889
TRUGAREZ,56.342500000000015
BARRANCO,55.42055555555557
BARA AR VRO,55.34986111111111
MARLIES,55.27236111111116
F\V SAINT NICOLAS,55.04222222222218
FV-BARA-LODENN,54.98069444444444
CABO DE SAN LORENO,54.89847222222223
HARMONIE,53.90041666666664
COSTA MEDITERRANIA,53.89208333333336
F/V KSORA,53.19916666666667
KAN ATAO,53.18166666666665
F/V FLEUR DE GWARES,52.97583333333334
TRAVESIA,52.90569444444443
GRE34 EMILLY SOPHIA,52.57930555555556
F/V OCEANOS,52.399583333333325
ODESSA,52.15069444444444
F/V BLACK PEARL,51.511666666666656
F/V LES VIKINGS 2,51.132083333333334
F/V ARPEGE,51.01722222222223
F/V ANNYTIA,50.80861111111111
FV ARM-7,50.79319444444444
BUBIS,50.12888888888889
F/V TANGAROA,49.86222222222226
F/V SAINT PHILIPPE,49.70458333333333
F/V OURAL,47.09625000000002
MAGELLAN,46.764166666666654
DIRK DIRK,46.62361111111111
STURMVOGEL,46.53986111111112
WREMEN,46.31361111111108
DAMKERORT,46.211111111111116
GERMAR,45.99027777777777
F/V PIERRE DE JADE,45.66444444444444
MARINER II,45.24930555555556
RK37,45.20208333333332
EL MONTGO,44.82694444444447
VENUS,44.62305555555556
F/V OURANOS,44.504722222222235
LUSCINDA,43.62222222222223
F/V DIEU A BIENFAIT,43.18722222222222
ELLUMA,43.177638888888886
F/V MANBRISA,42.88097222222224
BERENICE,42.59333333333333
F/V OLGA,42.048194444444455
F/V JEREMI SIMON,41.78305555555554
F/V SACRE COEUR JESU,41.78027777777778
CHRISTINE,41.620277777777765
TAIS,41.18944444444444
WANGERLAND,40.840000000000025
RUCAVA,40.83902777777778
F/V HERMINE BASTIEN,40.13180555555557
PERLA NOVA,39.89069444444444
